7, 1, 6450.80859375
4, 1, 5491.919921875
14, 1, 6125.98388671875
5, 1, 5625.6708984375
12, 1, 5623.66015625
0, 1, 7270.0693359375
15, 1, 6317.1875
1, 1, 5631.3818359375
3, 1, 5812.46044921875
10, 1, 5739.30029296875
13, 1, 6483.3408203125
9, 1, 5552.21728515625
8, 1, 6947.17333984375
6, 1, 5991.36962890625
2, 1, 5741.76904296875
11, 1, 7444.99609375
7, 2, 5686.49365234375
3, 2, 5502.38330078125
14, 2, 7272.03564453125
6, 2, 5749.07958984375
10, 2, 5512.08984375
5, 2, 5693.7978515625
1, 2, 5566.47900390625
9, 2, 5516.15673828125
8, 2, 5724.69482421875
0, 2, 5759.30908203125
11, 2, 5742.83642578125
15, 2, 5592.32080078125
4, 2, 5494.69140625
12, 2, 5913.8076171875
13, 2, 6292.20849609375
2, 2, 8442.83203125
6, 3, 5586.62158203125
8, 3, 6020.3515625
3, 3, 5651.46044921875
13, 3, 5652.7607421875
0, 3, 5638.76611328125
10, 3, 5635.37255859375
5, 3, 7967.4609375
2, 3, 5603.36376953125
15, 3, 5568.6640625
11, 3, 5623.07275390625
14, 3, 5591.90087890625
12, 3, 5531.48291015625
7, 3, 5556.974609375
4, 3, 5969.38671875
1, 3, 5551.6328125
9, 3, 6076.2861328125
0, 4, 5894.7275390625
5, 4, 5502.79638671875
9, 4, 6305.09375
15, 4, 5459.80419921875
4, 4, 5921.65087890625
13, 4, 6084.30810546875
7, 4, 5796.69384765625
10, 4, 5528.1845703125
12, 4, 5929.28173828125
1, 4, 5608.4921875
11, 4, 8484.171875
6, 4, 5489.962890625
2, 4, 5754.009765625
14, 4, 5542.9716796875
8, 4, 5504.93505859375
3, 4, 5576.76708984375
1, 5, 5661.83837890625
8, 5, 5658.73583984375
4, 5, 5750.0107421875
15, 5, 9756.9365234375
0, 5, 5908.18505859375
10, 5, 5567.27294921875
3, 5, 5550.5966796875
2, 5, 5819.2265625
14, 5, 5517.89453125
5, 5, 5507.26611328125
12, 5, 6409.4541015625
9, 5, 5610.83642578125
11, 5, 5936.189453125
6, 5, 5627.92333984375
7, 5, 5653.35107421875
13, 5, 5627.1767578125
6, 6, 5518.12158203125
9, 6, 5504.93212890625
14, 6, 5466.90625
3, 6, 5495.96435546875
13, 6, 5568.482421875
15, 6, 5612.92529296875
1, 6, 6050.15234375
11, 6, 6203.6767578125
10, 6, 5521.9404296875
4, 6, 12094.798828125
2, 6, 5966.0546875
5, 6, 6146.52099609375
12, 6, 5555.4150390625
7, 6, 5729.72265625
0, 6, 5637.4482421875
8, 6, 5604.72412109375
0, 7, 5559.44384765625
9, 7, 5477.51953125
12, 7, 5557.115234375
1, 7, 6085.2119140625
11, 7, 5478.25244140625
7, 7, 5646.65185546875
6, 7, 5512.5537109375
14, 7, 5500.78662109375
10, 7, 5759.97802734375
13, 7, 5525.84375
3, 7, 6014.333984375
8, 7, 6715.65478515625
15, 7, 5495.75830078125
2, 7, 5493.56201171875
5, 7, 5577.01904296875
4, 7, 5818.53564453125
1, 8, 5813.47802734375
2, 8, 5685.830078125
10, 8, 5704.3466796875
11, 8, 5522.19677734375
0, 8, 5561.060546875
3, 8, 5557.984375
8, 8, 5546.12060546875
12, 8, 6052.08642578125
4, 8, 5967.2626953125
5, 8, 5504.42724609375
13, 8, 5790.12744140625
6, 8, 5480.94921875
14, 8, 5922.259765625
7, 8, 5789.705078125
9, 8, 5482.04248046875
15, 8, 5870.05322265625
3, 9, 6179.24072265625
12, 9, 6011.31787109375
14, 9, 5457.7158203125
15, 9, 6001.3740234375
2, 9, 6105.01318359375
